station,time,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude,PM2.5_pred
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-08,44.3,53.9,10.730416666666665,50.98666666666666,35.90708333333333,29.18166666666667,8.91125,1.25875,17.79041666666667,1.2670833333333333,8.099166666666667,90.13166666666666,2.38375,275.63958333333335,11.712499999999999,992.8612499999999,15.487083333333333,0.0,0.0,28.58028,77.233829,61.2504910417426
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-09,39.86363636363637,48.5,10.667083333333332,39.77,29.85291666666667,24.259583333333335,8.910416666666668,1.2225000000000001,12.617083333333333,1.2175,7.977499999999999,90.43083333333334,2.1408333333333336,125.5175,13.365,992.37125,14.451666666666666,0.0,0.0,28.58028,77.233829,44.69655680857683
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-10,84.08333333333333,126.29166666666667,32.02583333333333,44.782916666666665,49.96333333333334,20.683333333333334,9.821666666666667,1.4970833333333335,26.85041666666667,1.9975000000000003,14.187083333333334,83.0775,2.049583333333333,123.76583333333333,41.17583333333334,994.8191666666667,13.508750000000001,0.0,0.0,28.58028,77.233829,89.66928491015145
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-11,93.08333333333333,135.70833333333334,32.51166666666666,41.220416666666665,48.429166666666674,19.323333333333334,7.966666666666668,1.4183333333333332,35.27913043478261,2.3575,17.915833333333335,81.75083333333333,2.6758333333333333,122.86125,39.139583333333334,994.9100000000002,12.994166666666667,0.0,0.0,28.58028,77.233829,92.78303034149421
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-12,102.47826086956522,157.42708333333334,51.719130434782606,50.25739130434783,68.91521739130435,14.337727272727276,11.313913043478262,2.1960869565217394,30.7075,2.0075,12.411666666666667,80.76166666666667,1.7862500000000001,116.29541666666667,40.514583333333334,994.5770833333332,12.879166666666668,0.0,0.0,28.58028,77.233829,115.15233714601106
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-13,226.61458333333334,321.3958333333333,158.47458333333336,71.99916666666667,167.58,12.0835,15.822083333333333,3.0737500000000004,21.157083333333333,4.3808333333333325,32.76583333333334,86.19125000000001,1.19875,150.3166666666667,42.18458333333333,994.7629166666667,12.531666666666666,0.0,0.0,28.58028,77.233829,202.55364744767687
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-14,195.07291666666666,295.1041666666667,61.581250000000004,63.82208333333333,84.6475,14.920416666666666,10.418750000000001,1.9783333333333335,12.770833333333334,3.78,27.045416666666664,88.1375,1.3333333333333333,152.43208333333334,37.91166666666667,995.5600000000001,12.15875,0.0,0.0,28.58028,77.233829,183.79687236643758
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-15,130.6875,190.86458333333334,19.902083333333334,41.23333333333334,38.160000000000004,15.914583333333335,7.62625,1.3154166666666667,25.640833333333333,2.3433333333333333,15.240833333333333,84.39083333333332,2.0816666666666666,130.75708333333333,31.6725,997.1525,12.080416666666665,0.0,0.0,28.58028,77.233829,118.16616948318035
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-16,141.13541666666666,208.42708333333334,14.092916666666667,51.38791666666666,38.80375,20.57375,10.778333333333334,1.5916666666666668,32.46583333333333,1.9945833333333336,10.686250000000001,78.58958333333334,1.6383333333333334,157.81708333333333,42.062916666666666,997.5366666666667,12.551250000000001,0.0,0.0,28.58028,77.233829,136.3215726448868
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17,171.85416666666666,256.3333333333333,25.782083333333333,70.42375,58.48875,21.157083333333336,9.800833333333333,1.77375,24.247500000000002,2.48,12.175000000000002,79.565,1.3025,197.0120833333333,41.992916666666666,998.1591666666667,12.520416666666668,0.0,0.0,28.58028,77.233829,174.00076071271724
